,rewards,random_rewards
0,107.03333333333333,7.452945482993802
1,111.63626004602663,100.7
2,5.7533590995773185,101.66471291866029
3,5.228317128863493,5.40182927204222
4,5.4786765390786005,5.012802820226473
5,11.613982352499288,103.79222968625378
6,107.77158782462503,101.35292596292597
7,5.640276465124692,101.32222222222222
8,6.245960373252721,102.73767605352752
9,106.46846729317798,100.0
10,5.646889192140851,2.382111967275455
11,102.17392123373148,105.41939012569817
12,8.82453232155221,5.638887898976437
13,104.51254265689889,2.4618290311962503
14,101.34931325774711,5.394132626629538
15,12.614788322124538,4.231456283698615
16,5.627852264022536,2.7334908303721503
17,105.91753246753247,2.178849245884382
18,104.32172851829735,2.8177119084244566
19,9.363090235657499,102.68358901360929
20,109.63150158235297,103.1595865664988
21,10.702115640501667,100.89249263808087
22,5.266003119506201,100.33333333333333
23,6.790349426868981,2.310311178813919
24,5.970811852262418,2.942463655055193
25,103.31556316277094,2.0805377592576764
26,13.013819310865495,105.58088966987305
27,24.552626994694233,101.79613997113997
28,19.809228487662548,4.957072022803865
29,16.342925930977568,5.384094967399841
30,13.1717621709961,9.563222343029013
31,5.5623280255665275,2.609128822438909
32,6.178085706023264,2.5761399814776182
33,13.200728087328574,4.108151391340023
34,107.18742295286413,3.165475443395135
35,7.244293357189389,4.857699004368666
36,9.24186295924202,2.1500042824321843
37,103.7693833943834,103.74923866982691
38,103.5312426753562,2.6973787546814214
39,6.37595227355639,2.1404307539136305
40,5.406020640014145,3.1825211961995037
41,5.592089489035986,2.1719879392928476
42,107.49696507212694,103.74646644283081
43,103.75901463820128,5.714710401657154
44,5.096915972206048,2.180645392440402
45,9.396880418450536,4.784084747404506
46,16.628098396654806,100.56666666666666
47,5.436489853555459,9.638658791741891
48,102.81898848055968,2.3649915171001465
49,106.60338202780044,100.47619047619048
50,6.271284068246987,101.79282388416337
51,16.28509138910463,5.852206762279934
52,6.42527920134357,5.098594669120691
53,102.65345627637984,105.3365513571396
54,5.740686981449439,2.565564230656456
55,106.11084794964393,101.23452357363935
56,12.092510202009642,107.2676406897518
57,7.110735117727327,2.436374694037825
58,16.348213501708948,108.60162337662338
59,117.36354809001638,8.560853378215599
60,5.418652033467897,2.1741672020745786
61,105.8753298742858,2.0799160464934907
62,104.18940986252098,2.35541592216867
63,102.44376956038295,8.278046657071163
64,108.7888702103627,100.86666666666666
65,110.15100592266185,2.289003241973281
66,102.96614300731947,101.79655051885864
67,6.7055990829965415,2.1650005949099844
68,5.122782641428931,110.88650932400932
69,101.80498472116119,5.947146293668546
70,5.916514305098769,104.87977260659596
71,9.508812700643976,2.1191106512973583
72,9.723591009100502,2.3215952560939614
73,5.1508152950119,2.709301228011755
74,105.07515924955894,2.4491094979350896
75,5.596936386615739,6.68096520618885
76,113.83004773004772,104.11269707079157
77,5.182684978409668,2.6067985335214874
78,5.80720092809038,3.512645117588712
79,104.54191485517269,6.962626222430764
80,115.79268786768786,3.3006031864896612
81,13.299216124194777,10.791636388349133
82,104.9044733044733,8.499595057030056
83,19.972858670917336,5.237519220663073
84,6.413188897999817,4.850769021211413
85,5.344478963326174,101.71785714285714
86,109.1570841320133,4.9739934039169995
87,5.25834341163062,8.998441346221588
88,5.284433314680282,100.87663067926226
89,106.48761238761239,4.395359288878308
90,5.431438952581456,5.370309446626353
91,5.745868340089906,2.130981949347604
92,106.15,2.941497958031741
93,5.727191248356038,2.366959586530286
94,7.325972810503745,5.919491059470875
95,5.252524830375774,104.96245004995005
96,5.07647586786147,5.581080996475653
97,22.305941239721196,5.8493287348818
98,7.063278970696773,2.3093315753318286
99,107.28594190326832,2.4016494661338528
100,102.12085646574003,103.27974386724387
101,5.318800461999763,2.374913092243882
102,107.0290404040404,110.05199386960797
103,104.47619047619048,104.82951576450242
104,110.04223747258813,2.1850613663176413
105,14.55586153340544,2.4608773914950564
106,6.311354324827365,101.4200003305011
107,110.65357142857142,8.073477234057439
108,9.63171181754386,2.221481468306165
109,5.192489723270286,9.673339162844343
110,8.226872458235407,2.2977036557351913
111,6.022713430531862,3.684864553798274
112,118.45986859217774,2.255694659521144
113,9.548988621178378,2.26746879509137
114,102.79005067755739,2.1693596568609603
115,116.18729216318951,5.350780406106549
116,7.599414827069668,5.915205355800223
117,111.27753606231093,2.5547590817335997
118,103.24190058307705,2.7977797017740347
119,5.719968461738996,103.02114076778228
120,102.67211974901603,102.62036934635306
121,106.6437815712776,2.379922044939257
122,109.1880341880342,2.8675618538347027
123,112.56187978687979,2.941847672030876
124,5.770918488135319,103.97936401105065
125,6.908516776392707,2.3706343184635172
126,6.128727060980853,2.445361933643666
127,111.62066942744518,3.0476371089235976
128,9.664156549132061,106.04181096681097
129,110.35342529448967,100.94808612440191
130,111.15949822021804,2.20831669090209
131,5.008999802819661,5.612389939802766
132,5.240362846133117,5.052961553006602
133,5.726688815075697,3.8892866739930736
134,103.32882117882117,2.6392956064734565
135,101.70986029892039,104.71481529401902
136,9.414607434763344,2.994672411045008
137,5.022262494967974,3.104114993683872
138,6.7818865369268,2.6136804237615356
139,8.325392137572498,100.0
140,103.07044361424155,101.05766537384184
141,6.561838362112299,2.501962703055316
142,20.961830813318063,7.510279201078906
143,6.0665525195570815,3.644151129008341
144,105.2268601425823,7.084742964674885
145,105.50952380952381,104.52302697302697
146,109.05607652918765,3.29125194883708
147,8.891052708810788,2.2975090739098394
148,102.26304528804529,105.76858974358974
149,102.60973275090922,101.56941816633733
