,rewards
501,-142.68
502,-145.35999999999996
503,-144.09
504,-149.92
505,-143.64
506,-147.92999999999998
507,-136.06
508,-143.06
509,-145.47999999999996
510,-142.76
511,-144.79
512,-149.36999999999998
513,-142.24
514,-149.9
515,-149.44
516,-149.68
517,-146.23
518,-141.06
519,-149.91
520,-146.99999999999997
521,-148.4
522,-136.77
523,-146.05
524,-148.48
525,-140.51
526,-145.99
527,-144.82
528,-148.25
529,-149.81
530,-149.72
531,-149.25
532,-139.51999999999998
533,-149.11999999999998
534,-147.85
535,-137.99
536,-147.57999999999998
537,-144.57999999999998
538,-149.01000000000002
539,-131.42
540,-145.25
541,-147.06
542,-138.19
543,-149.66
544,-147.45999999999998
545,-143.21999999999997
546,-146.65
547,-149.47
548,-146.86
549,-149.23
550,-146.87
551,-142.75
552,-148.73999999999998
553,-148.81
554,-149.54
555,-147.44
556,-145.95
557,-141.5
558,-148.23999999999998
559,-145.20999999999998
560,-149.07
561,-142.23
562,-143.42
563,-141.43
564,-148.86
565,-141.67000000000002
566,-143.41
567,-148.66999999999996
568,-146.71
569,-144.39999999999998
570,-135.57
571,-136.26999999999998
572,-149.48999999999995
573,-142.72
574,-148.85999999999999
575,-149.36999999999998
576,-143.57999999999998
577,-149.66
578,-147.17
579,-148.99
580,-145.76999999999998
581,-140.18
582,-149.66000000000003
583,-146.87999999999997
584,-142.91000000000003
585,-148.35999999999999
586,-140.59
587,-149.66
588,-147.02
589,-149.78999999999996
590,-149.11
591,-147.89
592,-146.86
593,-137.69
594,-144.07999999999998
595,-136.72000000000003
596,-149.60999999999999
597,-144.46999999999997
598,-149.52
599,-149.57999999999998
600,-138.76999999999998
601,-148.95
602,-131.32999999999998
603,-147.0
604,-144.27
605,-149.17999999999998
606,-137.79
607,-149.63
608,-149.32999999999998
609,-149.5
610,-147.82999999999998
611,-139.84
612,-145.47
613,-149.27999999999997
614,-146.37999999999997
615,-149.32
616,-148.22
617,-149.37
618,-142.41
619,-141.01999999999998
620,-148.87
621,-147.68
622,-143.67000000000002
623,-136.64
624,-149.92000000000002
625,-145.94
626,-147.95
627,-146.79
628,-147.32
