,non_disc_rewards,rewards1,rewards2,rewards3
0,-993.5500000000003,37.77291533223075,59.5150574054214,59.5150574054214
1,-1507.7700000000025,-1.7356462963681856,-4.13420108604874,-4.13420108604874
2,-629.88,-8.1074870287424,-17.43298641319892,-17.43298641319892
3,-942.5600000000011,-8.688348910474156,-17.743358577711724,-17.743358577711724
4,-1053.619999999998,2.8060562868085546,19.039388634122147,19.039388634122147
5,-566.1000000000014,-2.7019662696337265,-4.687592911933619,-4.687592911933619
6,-977.5499999999987,-5.064535834037094,-9.63677718137326,-9.63677718137326
7,-1085.5200000000038,-2.463059261761665,-5.942300772896607,-5.942300772896607
8,-1046.6199999999976,-8.034858599860055,-15.212325865774837,-15.212325865774837
9,-1174.2000000000035,-5.19149795596165,-10.786456507285987,-10.786456507285987
10,-452.31999999999937,30.188933596270736,52.30828644015809,52.30828644015809
11,-692.5899999999995,-3.8014223207526214,-6.583633221111785,-6.583633221111785
12,432.9200000000002,-2.9555784763871,-3.263070816815575,-3.263070816815575
13,1064.4499999999996,-9.353822871487123,-17.19322969749994,-17.19322969749994
14,664.4800000000001,-0.39504340355401363,6.821345599147847,6.821345599147847
15,617.4000000000007,-6.470362566073118,-10.960499331509741,-10.960499331509741
16,465.54999999999995,-2.8250225165816523,-3.9800295891046544,-3.9800295891046544
17,1691.7300000000039,-5.479500816711361,-7.248397853938947,-7.248397853938947
18,1568.1500000000062,-0.8521545782651455,12.457016909329251,12.457016909329251
19,937.2100000000011,4.418732614607621,33.033925002582286,33.033925002582286
20,467.90999999999997,-8.484110217531878,-16.536535052228167,-16.536535052228167
21,1046.7000000000005,-7.921392819196017,-12.350739511094027,-12.350739511094027
22,1638.5100000000057,-0.8432650008958502,6.557876796492977,6.557876796492977
23,1603.1000000000074,7.907038086570423,42.11704442893397,42.11704442893397
24,1414.8400000000033,-8.64859832254394,-12.309275111629754,-12.309275111629754
25,1470.7900000000022,-9.99999899215931,-19.980770301909676,-19.980770301909676
26,1725.0900000000056,1.220679945815237,22.632607743772848,22.632607743772848
27,1790.4200000000028,-5.303536100581773,-6.81315276350523,-6.81315276350523
28,1700.970000000012,9.534627663841647,59.07287777966663,59.07287777966663
29,1595.9600000000053,15.833137914307411,60.86457959489085,60.86457959489085
30,1737.9400000000046,-6.881128559122032,-10.299821953725331,-10.299821953725331
31,1002.0400000000028,6.124881555390548,27.01768438793745,27.01768438793745
32,1714.6600000000062,-9.512072502071838,-15.885336087041825,-15.885336087041825
33,1814.1400000000085,-5.993150709797642,-4.765040764212923,-4.765040764212923
34,1837.5300000000088,-6.353838687007433,-2.331967749607216,-2.331967749607216
35,1517.9800000000039,-4.710062373971405,-3.115327106802188,-3.115327106802188
36,1666.0500000000059,21.638302480510216,43.26265439754597,43.26265439754597
37,1853.6000000000033,-8.36472374945877,-7.11516804319362,-7.11516804319362
38,1862.2800000000057,-5.6617033782375445,-4.075237963650782,-4.075237963650782
39,1803.4200000000053,7.740978407913686,37.18780734655424,37.18780734655424
40,1891.6300000000083,-2.2590549606299652,12.313791836489637,12.313791836489637
41,1497.1500000000044,-2.326982812091067,-1.5398211278006315,-1.5398211278006315
42,1141.1400000000056,1.2646929131346092,21.452113944330545,21.452113944330545
43,586.3600000000012,0.20756905190168287,11.802103753006966,11.802103753006966
44,1502.680000000004,6.999072669112522,35.9835864929086,35.9835864929086
45,1629.6200000000065,6.991292287679132,42.65503181988193,42.65503181988193
46,1803.7500000000057,-1.9955245314933054,8.30540292445257,8.30540292445257
47,1589.3500000000033,14.408689996650123,37.7162910426143,37.7162910426143
48,1829.3100000000052,-1.2165239006475288,15.053578474204034,15.053578474204034
49,1542.5100000000023,-8.643350814180941,-6.18192853627727,-6.18192853627727
